Song Name,Artist,Genre,Popularity
Jaan Pyar,Atif Aslam,Folk,80
Tere Mohabbat,Shreya Ghoshal,Bollywood,88
Zindagi Tere,KK,Retro,92
Mere Mohabbat,Arijit Singh,Retro,94
Mohabbat Mere,Jubin Nautiyal,Folk,97
Dil Mohabbat,Shreya Ghoshal,Folk,82
Mere Raat,KK,Fusion,85
Mere Pyar,Badshah,Hip-Hop,81
Jaan Din,Shreya Ghoshal,Retro,99
Dil Din,Badshah,Indie,88
Din Dil,Arijit Singh,Hip-Hop,81
Dil Din,Jubin Nautiyal,Punjabi,83
Zindagi Mohabbat,Badshah,Folk,91
Zindagi Jaan,Jubin Nautiyal,Bollywood,83
Ishq Din,Atif Aslam,Bollywood,94
Raat Mere,Jubin Nautiyal,Pop,87
Pyar Zindagi,Jubin Nautiyal,Bollywood,95
Pyar Din,Arijit Singh,Retro,80
Ishq Zindagi,KK,Fusion,95
Din Jaan,Jubin Nautiyal,Pop,81
Din Din,Arijit Singh,Folk,82
Tere Ishq,KK,Hip-Hop,85
Jaan Ishq,KK,Hip-Hop,86
Din Jaan,Badshah,Punjabi,99
Jaan Jaan,Jubin Nautiyal,Punjabi,81
Pyar Tere,Badshah,Indie,96
Zindagi Zindagi,Atif Aslam,Bollywood,99
Ishq Jaan,Jubin Nautiyal,Pop,80
Pyar Zindagi,Jubin Nautiyal,Bollywood,99
Tere Raat,KK,Hip-Hop,87
Jaan Pyar,Jubin Nautiyal,Folk,93
Pyar Tere,Jubin Nautiyal,Fusion,99
Jaan Tere,KK,Punjabi,95
Zindagi Dil,Arijit Singh,Pop,84
Ishq Raat,Sonu Nigam,Indie,81
Tere Mohabbat,Badshah,Retro,100
Zindagi Mohabbat,Atif Aslam,Indie,84
Tere Ishq,Shreya Ghoshal,Retro,88
Ishq Ishq,Arijit Singh,Retro,94
Pyar Zindagi,Atif Aslam,Retro,92
Mohabbat Din,Sonu Nigam,Folk,85
Mohabbat Dil,Shreya Ghoshal,Bollywood,98
Mohabbat Dil,Sonu Nigam,Pop,99
Din Ishq,Jubin Nautiyal,Folk,97
Mere Ishq,Jubin Nautiyal,Indie,92
Mohabbat Jaan,Sonu Nigam,Pop,83
Pyar Jaan,Jubin Nautiyal,Pop,91
Pyar Dil,Arijit Singh,Retro,90
Zindagi Raat,Badshah,Punjabi,81
Din Jaan,Sonu Nigam,Folk,96
Ishq Raat,Badshah,Folk,86
Mohabbat Din,Neha Kakkar,Pop,91
Zindagi Zindagi,Jubin Nautiyal,Fusion,89
Din Din,KK,Indie,86
Zindagi Raat,Sonu Nigam,Retro,97
Raat Dil,Arijit Singh,Bollywood,80
Ishq Zindagi,Arijit Singh,Folk,97
Mohabbat Jaan,Jubin Nautiyal,Punjabi,91
Zindagi Tere,Sonu Nigam,Folk,95
Din Ishq,Atif Aslam,Bollywood,94
Jaan Ishq,Badshah,Fusion,91
Mohabbat Raat,Badshah,Bollywood,94
Mohabbat Mere,Badshah,Fusion,96
Ishq Pyar,Shreya Ghoshal,Retro,83
Pyar Tere,Neha Kakkar,Bollywood,96
Din Mohabbat,Shreya Ghoshal,Hip-Hop,84
Raat Din,Arijit Singh,Retro,90
Raat Ishq,KK,Retro,88
Zindagi Tere,Jubin Nautiyal,Indie,98
Tere Din,Atif Aslam,Hip-Hop,95
Zindagi Zindagi,Neha Kakkar,Retro,80
Mere Ishq,Sonu Nigam,Indie,82
Jaan Tere,Shreya Ghoshal,Bollywood,95
Ishq Pyar,Neha Kakkar,Hip-Hop,86
Jaan Raat,Arijit Singh,Hip-Hop,85
Ishq Din,KK,Punjabi,88
Pyar Pyar,Arijit Singh,Folk,84
Din Mohabbat,Sonu Nigam,Indie,87
Din Jaan,Arijit Singh,Indie,83
Tere Din,Sonu Nigam,Fusion,80
Din Zindagi,Badshah,Fusion,94
Pyar Din,Shreya Ghoshal,Retro,82
Raat Mere,KK,Fusion,100
Mohabbat Dil,Jubin Nautiyal,Indie,89
Zindagi Pyar,Shreya Ghoshal,Pop,96
Ishq Mohabbat,KK,Hip-Hop,84
Zindagi Din,Atif Aslam,Bollywood,99
Mere Raat,KK,Folk,86
Raat Tere,Jubin Nautiyal,Folk,92
Tere Mere,Neha Kakkar,Bollywood,83
Mohabbat Tere,Shreya Ghoshal,Indie,83
Raat Zindagi,Atif Aslam,Folk,90
Tere Raat,Arijit Singh,Bollywood,95
Tere Zindagi,Arijit Singh,Pop,85
Tere Tere,Arijit Singh,Bollywood,97
Raat Jaan,Sonu Nigam,Hip-Hop,88
Mere Pyar,Badshah,Fusion,94
Mohabbat Zindagi,Atif Aslam,Indie,80
Tere Tere,Arijit Singh,Punjabi,92
Tere Mere,Arijit Singh,Fusion,83
Raat Jaan,Jubin Nautiyal,Indie,90
Din Tere,Arijit Singh,Pop,96
Jaan Ishq,KK,Pop,81
Dil Raat,Shreya Ghoshal,Bollywood,85
Pyar Jaan,Jubin Nautiyal,Punjabi,94
Dil Dil,Arijit Singh,Punjabi,82
Raat Pyar,Arijit Singh,Fusion,86
Jaan Ishq,Shreya Ghoshal,Punjabi,81
Din Tere,Arijit Singh,Punjabi,83
Jaan Dil,Jubin Nautiyal,Hip-Hop,98
Ishq Mohabbat,Atif Aslam,Hip-Hop,93
Tere Jaan,Jubin Nautiyal,Retro,98
Tere Tere,KK,Indie,87
Dil Mere,Atif Aslam,Indie,90
Zindagi Din,KK,Folk,97
Jaan Tere,KK,Hip-Hop,87
Jaan Jaan,Arijit Singh,Indie,84
Jaan Pyar,Arijit Singh,Pop,97
Ishq Zindagi,Badshah,Hip-Hop,100
Tere Mere,KK,Indie,85
Jaan Pyar,Badshah,Folk,92
Mere Din,Sonu Nigam,Pop,98
Dil Jaan,Arijit Singh,Fusion,98
Mere Mohabbat,Sonu Nigam,Folk,99
Pyar Mere,KK,Fusion,93
Zindagi Mohabbat,Shreya Ghoshal,Folk,94
Tere Dil,KK,Punjabi,83
Zindagi Din,Shreya Ghoshal,Punjabi,80
Din Zindagi,KK,Punjabi,98
Pyar Zindagi,Sonu Nigam,Indie,83
Pyar Zindagi,Shreya Ghoshal,Pop,90
Dil Zindagi,Sonu Nigam,Punjabi,84
Raat Pyar,Badshah,Punjabi,96
Pyar Raat,Badshah,Retro,99
Ishq Mohabbat,Sonu Nigam,Folk,98
Jaan Jaan,Badshah,Hip-Hop,93
Jaan Dil,Badshah,Pop,86
Zindagi Zindagi,Arijit Singh,Fusion,99
Dil Zindagi,Arijit Singh,Pop,93
Zindagi Raat,Shreya Ghoshal,Retro,95
Zindagi Zindagi,Sonu Nigam,Hip-Hop,90
Din Tere,Jubin Nautiyal,Fusion,90
Dil Pyar,Shreya Ghoshal,Fusion,81
Zindagi Mere,Atif Aslam,Hip-Hop,82
Pyar Mere,Arijit Singh,Folk,88
Zindagi Dil,KK,Folk,89
Ishq Ishq,KK,Hip-Hop,98
Ishq Raat,Jubin Nautiyal,Fusion,100
Dil Jaan,Atif Aslam,Indie,97
Mohabbat Mere,Sonu Nigam,Fusion,97
Jaan Mere,Badshah,Punjabi,93
Din Mohabbat,Jubin Nautiyal,Hip-Hop,82
Pyar Din,Neha Kakkar,Bollywood,94
Zindagi Jaan,Sonu Nigam,Folk,84
Jaan Mohabbat,Atif Aslam,Fusion,95
Tere Pyar,Badshah,Hip-Hop,91
Mere Din,Atif Aslam,Indie,91
Mere Mere,Sonu Nigam,Retro,86
Din Ishq,Badshah,Pop,83
Ishq Ishq,Shreya Ghoshal,Pop,95
Dil Raat,Badshah,Hip-Hop,94
Raat Din,Neha Kakkar,Hip-Hop,98
Tere Tere,KK,Punjabi,89
Dil Ishq,Atif Aslam,Punjabi,88
Mere Zindagi,Shreya Ghoshal,Folk,83
Raat Mere,Badshah,Folk,86
Jaan Jaan,Arijit Singh,Punjabi,84
Dil Dil,Neha Kakkar,Folk,90
Zindagi Mere,Arijit Singh,Retro,86
Din Din,Shreya Ghoshal,Indie,86
Ishq Tere,Shreya Ghoshal,Retro,91
Ishq Din,Sonu Nigam,Folk,98
Mohabbat Dil,Atif Aslam,Hip-Hop,80
Zindagi Jaan,Atif Aslam,Retro,82
Zindagi Dil,Neha Kakkar,Folk,99
Din Tere,Jubin Nautiyal,Punjabi,80
Mere Tere,Shreya Ghoshal,Retro,87
Zindagi Zindagi,Badshah,Punjabi,84
Din Din,Arijit Singh,Bollywood,82
Mohabbat Dil,Sonu Nigam,Bollywood,93
Zindagi Tere,Shreya Ghoshal,Indie,95
Jaan Mohabbat,KK,Indie,95
Pyar Jaan,Badshah,Bollywood,91
Pyar Tere,Sonu Nigam,Indie,97
Jaan Mohabbat,Arijit Singh,Hip-Hop,85
Zindagi Zindagi,Shreya Ghoshal,Indie,87
Din Raat,Arijit Singh,Punjabi,87
Pyar Pyar,Neha Kakkar,Indie,91
Ishq Zindagi,Sonu Nigam,Bollywood,83
Raat Tere,Sonu Nigam,Punjabi,81
Pyar Raat,Neha Kakkar,Bollywood,96
Raat Jaan,Badshah,Indie,90
Zindagi Dil,Badshah,Indie,83
Din Dil,Sonu Nigam,Punjabi,99
Tere Mere,Jubin Nautiyal,Retro,87
Dil Din,KK,Punjabi,89
Mere Raat,Atif Aslam,Fusion,86
Zindagi Zindagi,Atif Aslam,Punjabi,90
Pyar Mere,Jubin Nautiyal,Bollywood,80
Mohabbat Ishq,Badshah,Fusion,88
Jaan Pyar,Badshah,Pop,83
Jaan Jaan,KK,Hip-Hop,90
Ishq Tere,Jubin Nautiyal,Hip-Hop,90
Pyar Raat,Neha Kakkar,Indie,86
Mohabbat Dil,Jubin Nautiyal,Pop,87
Tere Ishq,Shreya Ghoshal,Punjabi,98
Mohabbat Mohabbat,Sonu Nigam,Pop,80
Ishq Ishq,KK,Folk,86
Zindagi Mere,Sonu Nigam,Punjabi,84
Mere Jaan,Arijit Singh,Hip-Hop,82
Din Mohabbat,Arijit Singh,Punjabi,87
Raat Ishq,KK,Pop,92
Ishq Tere,Badshah,Punjabi,92
Pyar Ishq,Shreya Ghoshal,Hip-Hop,95
Tere Ishq,Badshah,Hip-Hop,93
Ishq Mohabbat,Arijit Singh,Pop,96
Ishq Zindagi,Shreya Ghoshal,Pop,82
Jaan Ishq,Neha Kakkar,Hip-Hop,89
Pyar Mohabbat,Shreya Ghoshal,Bollywood,98
Jaan Mohabbat,Jubin Nautiyal,Punjabi,97
Zindagi Tere,Neha Kakkar,Pop,95
Mere Ishq,Jubin Nautiyal,Bollywood,91
Tere Din,KK,Folk,92
Raat Jaan,KK,Retro,99
Dil Tere,Badshah,Bollywood,89
Pyar Raat,Atif Aslam,Fusion,93
Din Mohabbat,Badshah,Indie,94
Mohabbat Mohabbat,Atif Aslam,Indie,84
Mohabbat Din,KK,Indie,100
Mere Raat,Atif Aslam,Indie,80
Zindagi Pyar,KK,Folk,89
Mere Ishq,Badshah,Fusion,92
Din Raat,Jubin Nautiyal,Indie,84
Din Zindagi,KK,Hip-Hop,88
Dil Din,Neha Kakkar,Folk,87
Jaan Zindagi,Arijit Singh,Fusion,87
Jaan Mohabbat,Sonu Nigam,Bollywood,100
Din Ishq,Badshah,Pop,87
Jaan Mere,Shreya Ghoshal,Bollywood,95
Zindagi Raat,Sonu Nigam,Fusion,95
Mere Dil,Atif Aslam,Indie,96
Din Zindagi,Sonu Nigam,Indie,98
Zindagi Jaan,Sonu Nigam,Hip-Hop,92
Din Mere,Jubin Nautiyal,Bollywood,90
Tere Din,Atif Aslam,Retro,89
Tere Raat,KK,Folk,98
Din Raat,Neha Kakkar,Pop,93
Pyar Ishq,KK,Bollywood,99
Din Pyar,Badshah,Indie,89
Ishq Jaan,Neha Kakkar,Punjabi,80
Jaan Zindagi,Atif Aslam,Fusion,90
Raat Zindagi,Jubin Nautiyal,Bollywood,98
Raat Pyar,Shreya Ghoshal,Indie,99
Mere Pyar,Jubin Nautiyal,Hip-Hop,86
Dil Zindagi,Sonu Nigam,Fusion,91
Mere Mere,Shreya Ghoshal,Punjabi,83
Mohabbat Dil,Shreya Ghoshal,Pop,81
Tere Raat,Badshah,Pop,81
Pyar Mere,Jubin Nautiyal,Bollywood,93
Din Pyar,Jubin Nautiyal,Fusion,85
Tere Zindagi,Neha Kakkar,Bollywood,99
Dil Zindagi,KK,Pop,87
Jaan Jaan,Jubin Nautiyal,Folk,87
Pyar Mohabbat,Jubin Nautiyal,Folk,97
Zindagi Dil,Badshah,Fusion,83
Ishq Mere,Badshah,Folk,82
Raat Tere,Atif Aslam,Hip-Hop,83
Mere Ishq,Shreya Ghoshal,Fusion,85
Mohabbat Din,KK,Hip-Hop,99
Zindagi Dil,Arijit Singh,Fusion,100
Mere Ishq,Atif Aslam,Hip-Hop,96
Pyar Jaan,Neha Kakkar,Folk,91
Raat Tere,Neha Kakkar,Pop,94
Raat Jaan,Sonu Nigam,Retro,88
Zindagi Tere,Sonu Nigam,Indie,98
Pyar Dil,Shreya Ghoshal,Pop,91
Zindagi Ishq,Badshah,Indie,81
Jaan Pyar,Shreya Ghoshal,Fusion,87
Zindagi Din,Arijit Singh,Indie,89
Pyar Dil,Badshah,Folk,93
Tere Mohabbat,Jubin Nautiyal,Pop,82
Mere Mere,Badshah,Fusion,96
Jaan Zindagi,Atif Aslam,Bollywood,87
Raat Dil,Atif Aslam,Retro,86
Mere Ishq,Shreya Ghoshal,Pop,98
Tere Mohabbat,Jubin Nautiyal,Punjabi,97
Tere Pyar,Sonu Nigam,Fusion,89
Tere Jaan,KK,Punjabi,85
Mohabbat Zindagi,Neha Kakkar,Bollywood,82
Mohabbat Din,Sonu Nigam,Pop,80
Din Jaan,KK,Folk,99
Pyar Mohabbat,Sonu Nigam,Bollywood,91
Zindagi Ishq,Sonu Nigam,Pop,92
Ishq Jaan,Jubin Nautiyal,Retro,87
Mohabbat Dil,Atif Aslam,Punjabi,98
Pyar Raat,Neha Kakkar,Folk,97
Din Dil,Jubin Nautiyal,Punjabi,98
Mohabbat Mohabbat,Neha Kakkar,Pop,82
Raat Jaan,Sonu Nigam,Bollywood,98
Raat Din,Sonu Nigam,Hip-Hop,97
Tere Mere,Sonu Nigam,Retro,92
Jaan Din,Badshah,Fusion,80
Mohabbat Mohabbat,KK,Bollywood,88
Zindagi Din,KK,Folk,80
Mere Mohabbat,Atif Aslam,Pop,91
Pyar Raat,Badshah,Retro,93
Mohabbat Pyar,Shreya Ghoshal,Indie,86
Mohabbat Raat,Badshah,Hip-Hop,94
Mohabbat Mere,Sonu Nigam,Retro,84
Raat Dil,Atif Aslam,Fusion,94
Zindagi Mohabbat,Atif Aslam,Indie,99
Raat Din,KK,Retro,87
Zindagi Zindagi,Atif Aslam,Retro,95
Mere Tere,Shreya Ghoshal,Indie,100
Zindagi Mohabbat,Shreya Ghoshal,Retro,97
Zindagi Jaan,Arijit Singh,Bollywood,100
Ishq Mere,Arijit Singh,Retro,82
Tere Mohabbat,Atif Aslam,Pop,96
Ishq Raat,Badshah,Retro,87
Dil Tere,KK,Folk,93
Raat Ishq,Atif Aslam,Retro,94
Ishq Raat,Neha Kakkar,Pop,80
Ishq Ishq,Neha Kakkar,Indie,80
Dil Din,Arijit Singh,Punjabi,94
Raat Mohabbat,Atif Aslam,Hip-Hop,100
Jaan Dil,Shreya Ghoshal,Retro,90
Tere Zindagi,Jubin Nautiyal,Indie,86
Zindagi Zindagi,Neha Kakkar,Bollywood,99
Ishq Pyar,Atif Aslam,Retro,87
Tere Tere,Shreya Ghoshal,Fusion,93
Mere Ishq,Jubin Nautiyal,Folk,86
Dil Tere,Arijit Singh,Retro,94
Jaan Din,Arijit Singh,Pop,93
Zindagi Raat,Shreya Ghoshal,Hip-Hop,92
Jaan Raat,Sonu Nigam,Folk,82
Jaan Zindagi,Neha Kakkar,Bollywood,87
Ishq Tere,Badshah,Retro,83
Dil Zindagi,Arijit Singh,Folk,99
Zindagi Ishq,Shreya Ghoshal,Fusion,83
Raat Tere,Jubin Nautiyal,Folk,96
Raat Mere,Atif Aslam,Bollywood,80
Raat Ishq,Shreya Ghoshal,Bollywood,80
Ishq Din,Jubin Nautiyal,Fusion,90
Jaan Ishq,Arijit Singh,Pop,86
Mere Tere,Shreya Ghoshal,Indie,91
Pyar Ishq,KK,Indie,88
Tere Ishq,Arijit Singh,Indie,98
Dil Ishq,Jubin Nautiyal,Bollywood,94
Zindagi Tere,Arijit Singh,Pop,92
Mohabbat Tere,Shreya Ghoshal,Pop,90
Din Pyar,Atif Aslam,Punjabi,100
Jaan Dil,Atif Aslam,Fusion,85
Pyar Mohabbat,Neha Kakkar,Punjabi,98
Din Dil,Badshah,Indie,99
Mere Pyar,KK,Hip-Hop,81
Din Din,Shreya Ghoshal,Pop,88
Mere Mohabbat,Jubin Nautiyal,Bollywood,96
Mere Tere,Arijit Singh,Fusion,94
Dil Din,Jubin Nautiyal,Indie,86
Tere Tere,KK,Retro,84
Mohabbat Zindagi,Shreya Ghoshal,Hip-Hop,91
Tere Mohabbat,Sonu Nigam,Pop,80
Jaan Ishq,Atif Aslam,Fusion,80
Jaan Mohabbat,Badshah,Punjabi,94
Raat Mohabbat,Sonu Nigam,Pop,89
Jaan Pyar,Arijit Singh,Punjabi,86
Zindagi Din,Jubin Nautiyal,Bollywood,85
Dil Pyar,Neha Kakkar,Folk,90
Pyar Dil,Arijit Singh,Retro,90
Jaan Din,Neha Kakkar,Fusion,83
Dil Ishq,Badshah,Bollywood,81
Mere Tere,Neha Kakkar,Punjabi,96
Din Jaan,Atif Aslam,Bollywood,90
Din Zindagi,Shreya Ghoshal,Retro,96
Dil Pyar,Neha Kakkar,Pop,82
Zindagi Raat,Shreya Ghoshal,Hip-Hop,82
Zindagi Raat,Atif Aslam,Hip-Hop,84
Zindagi Dil,Shreya Ghoshal,Bollywood,87
Mere Zindagi,Badshah,Folk,94
Tere Raat,Jubin Nautiyal,Pop,90
Raat Din,Badshah,Retro,88
Pyar Zindagi,Sonu Nigam,Bollywood,96
Dil Jaan,Sonu Nigam,Bollywood,85
Jaan Zindagi,Sonu Nigam,Folk,95
Pyar Ishq,Arijit Singh,Pop,100
Jaan Din,Shreya Ghoshal,Fusion,100
Pyar Mohabbat,Sonu Nigam,Punjabi,98
Jaan Ishq,Neha Kakkar,Retro,80
Tere Tere,Arijit Singh,Bollywood,87
Zindagi Zindagi,Shreya Ghoshal,Retro,89
Mohabbat Raat,Arijit Singh,Retro,83
Jaan Tere,Jubin Nautiyal,Hip-Hop,91
Mere Jaan,Atif Aslam,Folk,80
Tere Dil,Atif Aslam,Folk,90
Din Pyar,Neha Kakkar,Retro,86
Mohabbat Mere,Shreya Ghoshal,Hip-Hop,93
Ishq Tere,Neha Kakkar,Pop,98
Pyar Zindagi,Badshah,Hip-Hop,90
Dil Tere,Jubin Nautiyal,Folk,87
Mohabbat Pyar,Atif Aslam,Fusion,80
Mohabbat Mere,KK,Folk,82
Din Ishq,Shreya Ghoshal,Punjabi,86
Pyar Zindagi,Badshah,Retro,80
Zindagi Dil,Shreya Ghoshal,Punjabi,96
Jaan Zindagi,Badshah,Folk,95
Mere Pyar,Neha Kakkar,Fusion,94
Mohabbat Zindagi,Neha Kakkar,Punjabi,91
Tere Raat,Arijit Singh,Retro,96
Raat Mohabbat,Shreya Ghoshal,Pop,84
Raat Raat,Jubin Nautiyal,Hip-Hop,99
Mere Dil,Atif Aslam,Fusion,94
Raat Din,Arijit Singh,Indie,97
Mohabbat Pyar,Atif Aslam,Fusion,99
Pyar Zindagi,Jubin Nautiyal,Folk,83
Jaan Tere,KK,Folk,81
Raat Ishq,Jubin Nautiyal,Fusion,92
Mohabbat Mohabbat,Atif Aslam,Punjabi,82
Ishq Pyar,Atif Aslam,Hip-Hop,80
Ishq Pyar,Jubin Nautiyal,Hip-Hop,84
Jaan Zindagi,Jubin Nautiyal,Indie,80
Zindagi Ishq,Neha Kakkar,Bollywood,81
Zindagi Tere,Neha Kakkar,Folk,80
Mohabbat Tere,Badshah,Hip-Hop,93
Mohabbat Raat,Arijit Singh,Retro,94
Din Ishq,Jubin Nautiyal,Hip-Hop,84
Ishq Din,KK,Fusion,81
Raat Dil,KK,Retro,87
Zindagi Tere,Shreya Ghoshal,Pop,97
Dil Mere,Arijit Singh,Hip-Hop,94
Mere Tere,Neha Kakkar,Bollywood,89
Pyar Tere,Atif Aslam,Indie,83
Zindagi Tere,Shreya Ghoshal,Hip-Hop,96
Mere Tere,Badshah,Retro,97
Mere Din,Neha Kakkar,Indie,92
Ishq Din,KK,Fusion,89
Zindagi Jaan,Badshah,Fusion,83
Raat Mohabbat,KK,Pop,97
Mohabbat Jaan,Shreya Ghoshal,Fusion,92
Jaan Mohabbat,Badshah,Hip-Hop,82
Pyar Jaan,Shreya Ghoshal,Fusion,87
Ishq Dil,Atif Aslam,Folk,80
Ishq Tere,Sonu Nigam,Hip-Hop,94
Pyar Ishq,Shreya Ghoshal,Folk,100
Jaan Jaan,KK,Indie,94
Jaan Zindagi,Atif Aslam,Retro,95
Ishq Tere,Neha Kakkar,Indie,84
Jaan Din,KK,Punjabi,88
Raat Ishq,Badshah,Hip-Hop,94
Pyar Ishq,Badshah,Fusion,91
Ishq Ishq,Arijit Singh,Fusion,93
Ishq Raat,Neha Kakkar,Folk,80
Zindagi Dil,KK,Folk,92
Din Zindagi,Arijit Singh,Indie,88
Jaan Mere,Jubin Nautiyal,Punjabi,92
Dil Jaan,Jubin Nautiyal,Folk,80
Raat Mere,Atif Aslam,Bollywood,81
Pyar Din,Jubin Nautiyal,Folk,88
Dil Mere,Atif Aslam,Indie,84
Dil Din,Shreya Ghoshal,Folk,94
Pyar Pyar,Sonu Nigam,Pop,94
Mohabbat Pyar,Jubin Nautiyal,Hip-Hop,82
Raat Jaan,Jubin Nautiyal,Pop,86
Jaan Jaan,Atif Aslam,Retro,92
Din Pyar,Arijit Singh,Bollywood,97
Mere Ishq,Badshah,Fusion,84
Ishq Din,Shreya Ghoshal,Bollywood,83
Dil Din,Jubin Nautiyal,Fusion,91
Mohabbat Zindagi,Atif Aslam,Fusion,99
Dil Din,Neha Kakkar,Fusion,96
Dil Dil,Jubin Nautiyal,Indie,95
Jaan Raat,Jubin Nautiyal,Punjabi,94
Zindagi Tere,Sonu Nigam,Folk,82
Jaan Mohabbat,Sonu Nigam,Punjabi,83
Raat Jaan,Jubin Nautiyal,Indie,84
Zindagi Din,Neha Kakkar,Punjabi,91
Mere Zindagi,Badshah,Hip-Hop,92
Mohabbat Ishq,Badshah,Hip-Hop,88
Jaan Mohabbat,KK,Indie,95
Pyar Din,Neha Kakkar,Punjabi,86
Pyar Ishq,Sonu Nigam,Punjabi,89
Mohabbat Mere,Jubin Nautiyal,Fusion,83
Raat Mere,Shreya Ghoshal,Hip-Hop,95
Pyar Mere,Neha Kakkar,Pop,81
Zindagi Ishq,Atif Aslam,Pop,91
Mohabbat Pyar,Neha Kakkar,Pop,90
Raat Ishq,Arijit Singh,Indie,92
Jaan Din,Badshah,Bollywood,88
Dil Mohabbat,Badshah,Bollywood,80
Jaan Mohabbat,Sonu Nigam,Punjabi,96
Ishq Tere,Arijit Singh,Bollywood,100
Tere Mohabbat,Sonu Nigam,Retro,87
Mere Pyar,Arijit Singh,Fusion,93
Mohabbat Raat,Sonu Nigam,Indie,84
Mohabbat Ishq,Neha Kakkar,Hip-Hop,91
Din Dil,Sonu Nigam,Pop,84
Ishq Tere,Badshah,Fusion,98
Zindagi Tere,Badshah,Hip-Hop,94
Pyar Din,Arijit Singh,Pop,96
Mere Zindagi,KK,Hip-Hop,85
Raat Jaan,Badshah,Retro,88
Ishq Din,Jubin Nautiyal,Retro,97
Mohabbat Pyar,Jubin Nautiyal,Bollywood,82
Pyar Dil,Jubin Nautiyal,Bollywood,98
Zindagi Tere,Neha Kakkar,Fusion,91
Ishq Zindagi,Neha Kakkar,Hip-Hop,81
Mohabbat Pyar,Badshah,Bollywood,95
Ishq Mohabbat,Jubin Nautiyal,Hip-Hop,97
Zindagi Ishq,Arijit Singh,Folk,80
Mere Pyar,Jubin Nautiyal,Retro,95
Mere Din,KK,Pop,98
Tere Jaan,Arijit Singh,Hip-Hop,87
Pyar Ishq,Arijit Singh,Bollywood,98
Mere Tere,Neha Kakkar,Indie,99
Zindagi Pyar,Atif Aslam,Hip-Hop,96
Dil Raat,Jubin Nautiyal,Retro,81
Pyar Jaan,Badshah,Indie,83
Raat Zindagi,Jubin Nautiyal,Retro,96
Pyar Din,Atif Aslam,Pop,96
Zindagi Raat,Jubin Nautiyal,Hip-Hop,93
Mere Mohabbat,Sonu Nigam,Hip-Hop,91
Tere Ishq,Arijit Singh,Pop,95
Pyar Mohabbat,Neha Kakkar,Indie,91
Jaan Tere,Shreya Ghoshal,Indie,88
Tere Tere,Arijit Singh,Pop,89
Mere Dil,Atif Aslam,Pop,82
Din Mere,Shreya Ghoshal,Retro,100
Ishq Pyar,Arijit Singh,Indie,87
Tere Pyar,Shreya Ghoshal,Punjabi,83
Jaan Jaan,Jubin Nautiyal,Hip-Hop,84
Tere Din,KK,Folk,86
Ishq Din,Shreya Ghoshal,Retro,94
Mere Ishq,Badshah,Punjabi,85
Dil Mere,Shreya Ghoshal,Pop,86
Mere Din,Arijit Singh,Retro,97
Jaan Mohabbat,Atif Aslam,Hip-Hop,83
Ishq Ishq,Badshah,Fusion,99
Mere Mere,Neha Kakkar,Folk,81
Din Tere,Badshah,Indie,86
Zindagi Din,Arijit Singh,Indie,80
Mohabbat Dil,Shreya Ghoshal,Folk,99
Zindagi Tere,Badshah,Folk,81
Ishq Zindagi,Badshah,Fusion,88
Raat Mohabbat,Neha Kakkar,Folk,85
Tere Mere,Shreya Ghoshal,Folk,90
Pyar Mere,Sonu Nigam,Punjabi,85
Pyar Pyar,KK,Pop,88
Jaan Pyar,Neha Kakkar,Bollywood,94
Raat Mere,Badshah,Folk,98
Jaan Pyar,Neha Kakkar,Fusion,84
Dil Din,Shreya Ghoshal,Indie,96
Mere Jaan,Neha Kakkar,Hip-Hop,90
Pyar Dil,Atif Aslam,Hip-Hop,97
Ishq Zindagi,Arijit Singh,Pop,93
Pyar Din,KK,Folk,84
Ishq Din,Jubin Nautiyal,Pop,82
Mohabbat Dil,Sonu Nigam,Pop,95
Mohabbat Jaan,Shreya Ghoshal,Punjabi,92
Din Ishq,Sonu Nigam,Fusion,82
Mere Pyar,Badshah,Hip-Hop,90
Mohabbat Dil,Atif Aslam,Retro,95
Jaan Ishq,Badshah,Bollywood,84
Mohabbat Raat,Sonu Nigam,Indie,98
Jaan Pyar,Arijit Singh,Punjabi,89
Zindagi Mohabbat,KK,Folk,86
Mohabbat Mere,Badshah,Fusion,83
Din Din,KK,Folk,99
Dil Din,Neha Kakkar,Hip-Hop,84
Zindagi Ishq,Sonu Nigam,Indie,82
Ishq Dil,Arijit Singh,Retro,90
Mohabbat Raat,Badshah,Bollywood,92
Pyar Mere,Sonu Nigam,Pop,97
Raat Raat,Atif Aslam,Folk,88
Din Raat,Sonu Nigam,Indie,87
Mere Mohabbat,Jubin Nautiyal,Indie,82
Dil Raat,Shreya Ghoshal,Retro,83
Zindagi Dil,Sonu Nigam,Pop,98
Jaan Raat,Neha Kakkar,Hip-Hop,95
Ishq Jaan,KK,Retro,88
Mere Dil,Atif Aslam,Bollywood,95
Din Tere,KK,Retro,91
Mere Mohabbat,Jubin Nautiyal,Punjabi,87
Dil Pyar,KK,Fusion,95
Tere Mere,Shreya Ghoshal,Fusion,95
Ishq Dil,Jubin Nautiyal,Indie,84
Mohabbat Raat,Shreya Ghoshal,Retro,95
Dil Din,Shreya Ghoshal,Indie,95
Dil Pyar,Shreya Ghoshal,Pop,94
Mohabbat Zindagi,Badshah,Fusion,94
Raat Dil,Neha Kakkar,Fusion,89
Zindagi Mohabbat,KK,Hip-Hop,85
